﻿分类,功能,功能说明,参数名称,参数中文名称,参数释义,类型,"下
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/realtime_auto_cover/safe_distance,实时自动覆盖贴边距离（M线贴边）,,double,,,0.04,,
PNC运动控制,贴边运行参数,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# 《贴边能力介绍&参数修改》,/strategy/realtime_auto_cover/use_virtual_wall_tracking,实时自动覆盖贴虚拟墙开关,影响M线贴虚拟墙功能，不影响S线贴虚拟墙功能,bool,,,FALSE,,
PNC运动控制,提前检测特殊区域的距离,,/strategy/move_base/path_check_length,提前检测特殊区域（地毯，减速带等）的距离,,double,,,30,,
PNC运动控制,绕大圈,当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》,/strategy/goal_base/max_path_length_diff,程序没调用；最大绕大圈判定差,,double,,,15,,
PNC运动控制,绕大圈,当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》,/strategy/goal_base/max_path_length_quotien,程序没调用；最大绕大圈判定比例,,double,,,3,,
PNC运动控制,绕大圈,当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》,/strategy/goal_base/path_safe_stopping_distance,程序没调用；路径安全检查减速距离,,double,,,1,,
PNC运动控制,绕大圈,当狭窄路径被障碍物挡住时，规划的避障路径可能是从远处绕行，为了禁止这种现象，系统会比较新生成路径和原路径（跳过部分）的长度，如果长度差max_path_length_diff和比值max_path_length_quotien超出一定范围，则需要丢弃新生成的路径；若using_further_planner打开则使用新生成的路径；功能描述：https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# 《move_base相关配置说明》,/strategy/goal_base/using_further_planner,程序没调用；超时后允许绕大圈,,bool,,,TRUE,,
PNC运动控制,前方安全检查及后退,功能说明：系统在多个条件下会检查前方安全性，例如，任务开始及（controller切换）、local planner规划失败、global planner规划失败、前方路径检查不安全，防撞条和costmap等碰撞。,/strategy/move_base/allow_backward,程序没调用；允许后退,,bool,,,TRUE,,
PNC运动控制,前方安全检查及后退,功能说明：系统在多个条件下会检查前方安全性，例如，任务开始及（controller切换）、local planner规划失败、global planner规划失败、前方路径检查不安全，防撞条和costmap等碰撞。,/strategy/move_base/backward_check_dis,程序没调用；为前方检查范围，如果这个距离内有障碍物，则开始后退,,double,,,-0.2,,
PNC运动控制,前方安全检查及后退,功能说明：系统在多个条件下会检查前方安全性，例如，任务开始及（controller切换）、local planner规划失败、global planner规划失败、前方路径检查不安全，防撞条和costmap等碰撞。,/strategy/move_base/backward_to_dis,程序没调用；为后退距离,,double,,,0.3,,
PNC运动控制,路网功能,ROBOTPLAN-3986,/strategy/path_recorder/one_lane_width,75单车道同向宽度阀值,,double,0,10,3,,
PNC运动控制,路网功能,ROBOTPLAN-3986,/strategy/path_recorder/use_spiral_opt,75 是否使用螺旋线优化覆盖路径曲率开关,,bool,,,FALSE,,
PNC运动控制,路径偏移功能,功能说明：https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ymhttps://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# 《路径偏移功能说明&参数》,/strategy/path_recorder/offset_path,路径偏移间隔距离,,double,0.06,0.2,0.1,,
PNC运动控制,路径偏移功能,功能说明：https://gaussian.yuque.com/vhfwq2/mi5d16/ynlqxgq6d3m8t8ymhttps://gaussian.yuque.com/pnc/yu7uqr/aa4uqpg5or2vnw8a?singleDoc# 《路径偏移功能说明&参数》,/strategy/path_recorder/offset_switch,路径偏移功能开关,,bool,,,FALSE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/enable_backtracking_rec,允许历史轨迹脱困开关,,bool,,,TRUE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/enable_narrow_backward_recovery,允许窄道局部脱困后退开关,,bool,,,TRUE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/enable_normal_backward_recovery,允许普通局部脱困后退开关,,bool,,,TRUE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/enable_point_cloud_recovery,允许使用点云脱困开关,,bool,,,TRUE,,
PNC运动控制,后退脱困功能,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/fs9zswtbtu8y6mn8?singleDoc# 《后退脱困开关约束介绍》,/strategy/move_base/forbid_all_backward_rec,禁止所有后退脱困行为开关（包括全局脱困）,,bool,,,FALSE,,
PNC运动控制,规划超时,"功能描述：在导航模式中，在进入规划或控制失败恢复模式后，会累计超时时间，超时时间与任务类型相关，如果任务为导航，参数为goal_base:planner_error_patience_time,如果是跟线模式中避障或offroad，参数为goal_base:follow_path_patience_time；获取目标点失败的超时时间由goal_base:avoid_goal_obstacle_stop_duration控制。强制进入Local Escape Recovery状态的时间goal_base:force_escape_patience_time",/strategy/goal_base/avoid_goal_obstacle_stop_duration,程序没调用；避障规划超时时间（获取目标点）,,double,,,10,,
PNC运动控制,规划超时,"功能描述：在导航模式中，在进入规划或控制失败恢复模式后，会累计超时时间，超时时间与任务类型相关，如果任务为导航，参数为goal_base:planner_error_patience_time,如果是跟线模式中避障或offroad，参数为goal_base:follow_path_patience_time；获取目标点失败的超时时间由goal_base:avoid_goal_obstacle_stop_duration控制。强制进入Local Escape Recovery状态的时间goal_base:force_escape_patience_time",/strategy/goal_base/follow_path_patience_time,程序没调用；避障规划超时时间（任务为跟线模式中避障或offroad）,,double,,,20,,
PNC运动控制,规划超时,"功能描述：在导航模式中，在进入规划或控制失败恢复模式后，会累计超时时间，超时时间与任务类型相关，如果任务为导航，参数为goal_base:planner_error_patience_time,如果是跟线模式中避障或offroad，参数为goal_base:follow_path_patience_time；获取目标点失败的超时时间由goal_base:avoid_goal_obstacle_stop_duration控制。强制进入Local Escape Recovery状态的时间goal_base:force_escape_patience_time",/strategy/goal_base/planner_error_patience_time,程序没调用；避障规划超时时间（任务为导航）,,double,,,20,,
PNC运动控制,电池充电mos断开限速,功能说明：https://gaussian.yuque.com/vhfwq2/zc0zl8/iefcfr78npkgx6zn?singleDoc# 《电池充电MOS断开处理逻辑》,/strategy/move_base/mos_off_max_vel,充电MOS断开时，机器人最大运行速度,,double,0.1,1,0.3,,
PNC运动控制,电池充电mos断开限速,功能说明：https://gaussian.yuque.com/vhfwq2/zc0zl8/iefcfr78npkgx6zn?singleDoc# 《电池充电MOS断开处理逻辑》,/strategy/move_base/open_mos_limp,NUll,,bool,,,TRUE,,
PNC运动控制,导航速度,功能说明：https://gaussian.yuque.com/pnc/yu7uqr/apx3801uafhhlugd?singleDoc# 《AIO版本与S-MTBF导航速度差异》,/strategy/move_base/max_velocity_linear,运行速度-导航速度,,double,,,0.6,,
PNC运动控制,,,/strategy/chassis/enable_speed_filter,下发速度平滑,,bool,,,FALSE,,
PNC运动控制,PNC其它,https://gaussian.yuque.com/pnc/yu7uqr/zcgg5g?singleDoc# 《导航参数配置说明》https://gaussian.yuque.com/pnc/yu7uqr/wmu4i2?singleDoc# 《导航参数配置说明V2》,/strategy/follow_base/force_perform_action,程序没调用；导航开始（未到 路径起点）就清扫,,bool,,,FALSE,,
PNC运动控制,PNC其它,,/strategy/follow_base/front_safe_check_dis,程序没调用；路径前方安全检查距离,,double,,,1,,
PNC运动控制,PNC其它,https://gaussian.yuque.com/pnc/yu7uqr/itrboq9nlwkqroxa?singleDoc#mMii 《AIO1.1高级参数差异梳理》,/strategy/follow_base/max_avoid_obstacle_distance,程序没调用；最大的避障距离,,double,,,-1,,
PNC运动控制,PNC其它,,/strategy/follow_base/perform_action,程序没调用；执行路径上的动作,move_base_controller旧参数，实际没有在使用了,bool,,,FALSE,,
PNC运动控制,PNC其它,,/strategy/follow_base/stop_duration,程序没调用；避障等待时间（根线）,,double,,,0.5,,
PNC运动控制,PNC其它,,/strategy/follow_base/stop_duration_with_human,程序没调用；避障等待时间（跟线）（人物接近时）,,double,,,1.5,,
PNC运动控制,PNC其它,,/strategy/follow_base/stop_duration_without_human,程序没调用；避障等待时间（跟线）（附近未检测到人物时的）,,double,,,0.8,,
PNC运动控制,PNC其它,,/strategy/follow_base/stop_water_distance,程序没调用；固定停水距离,,double,,,20,,
PNC运动控制,PNC其它,,/strategy/goal_base/advanced_avoid_obstacle,程序没调用；提前避障功能开关,,bool,,,FALSE,,
PNC运动控制,PNC其它,,/strategy/goal_base/avoid_obstacle_stop_duration,程序没调用；避障等待时间（导航）,避障过程中规划时间超过该时间即认为规划失败,double,,,2,,
PNC运动控制,PNC其它,,/strategy/goal_base/stop_duration_with_human,程序没调用；避障等待时间（导航）（人物接近时）,,double,,,1.5,,
PNC运动控制,PNC其它,,/strategy/goal_base/stop_duration_without_human,程序没调用；避障等待时间（导航）（附近未检测到人物时的）,,double,,,0.8,,
PNC运动控制,PNC其它,,/strategy/goal_base/using_force_recovery,程序没调用；,在导航模式下检测到footprint不安全时，可以配置强制旋转,bool,,,FALSE,,
PNC运动控制,PNC其它,,/strategy/move_base/max_abnormal_time,程序没调用,,double,,,1200,,
PNC运动控制,PNC其它,,/strategy/move_base/turn_head_back_when_backward,程序没调用；,,bool,,,TRUE,,
PNC运动控制,PNC其它,,/strategy/pnc/gate_control/enable_efficiency_gate,识别阳角,,bool,,,,,
PNC运动控制,PNC其它,,/strategy/pnc/param_convert_version,"默认参数""no_version""执行完参数替换后为""aio_1_2""避免多次转换",,string,,,"""aio_1_2""",,
PNC运动控制,PNC其它,,/strategy/pnc/stop_flow/wait_time_for_planning,NUll,,double,,,,,
PNC运动控制,Corner策略,功能描述：机器人在导航过程中，路径的转角点是影响运动状态的重要因素，为了获得更好的贴墙性能，机器人会严格到达转角点后，原地旋转后继续行驶。如果行驶过程中不需要严格跟线或贴钱，也可以跳过转角点，在转角点附近直接跟踪后续路径，切换模式的参数为（strategy.yaml） movebase: shortcut_corner。此外，在shortcut corner模式下，当距离corner句距离小于指定范围，系统会进行减速，,/strategy/move_base/shortcut_corner,程序没调用；,,bool,,,FALSE,,
NUll,隐私保护开关,,/strategy/rcc/remote_control_limitation,隐私保护开关,,bool,,,FALSE,,
NUll,,,/device/scrubber/enable_shield_dust_box_not_install,NUll,,bool,,,FALSE,,
NUll,,,/device/scrubber/motor_work_min_speed,触发设备电机工作的最小速度,,double,0,10000,0.01,,
NUll,,,/feature/software/enable_strongwash_workmode,NUll,,bool,,,FALSE,,
NUll,,,/feature/software/enabled_battery_cell_undervoltage,NUll,,bool,,,TRUE,,
NUll,,,/strategy/chassis/speed_v/remote_level,未使用,,int,0,255,,,
NUll,,,/strategy/chassis/sum_angular_diff,高速速度差值累计的阈值（角度）,0,double,,,7,,
NUll,,,/strategy/chassis/sum_vel_diff,高速速度差值累计的阈值（速度）,0,double,,,3.6,,
NUll,,,/strategy/console/enable_draw_inaccessible_area,NUll,,bool,,,TRUE,,
NUll,,,/strategy/console/gohome1_idle_cd,NUll,,int,1,99999,10,,
NUll,,,/strategy/console/gohome1_idle_cd_before,NUll,,int,0,99999,1490,,
NUll,,,/strategy/console/gohome1_stop_temp_task_cd,NUll,,int,1,99999,28800,,
NUll,,,/strategy/console/gohome1_stop_temp_task_cd_before,NUll,,int,0,99999,0,,
NUll,,,/strategy/console/gohome1_task_finish_cd,NUll,,int,1,99999,3,,
NUll,,,/strategy/console/gohome1_task_finish_cd_before,NUll,,int,0,99999,0,,
NUll,,,/strategy/console/maintain_mode/leave_duration,NUll,,int,0,86400,,,
NUll,,,/strategy/console/maintain_mode/notify_leave_duration,NUll,,int,0,3600,,,
NUll,,,/strategy/console/manual_push_out_elevator_pub_duration,NUll,,int,10,180,180,,
NUll,,,/strategy/console/sewage_wait_time,污水等待时间,,int,0,3600,10,,
NUll,,,/strategy/console/sound_volume_input_threshold,NUll,,int,,,,,
NUll,,,/strategy/console/sound_volume_output_threshold,NUll,,int,,,,,
NUll,,,/strategy/console/user_volume,NUll,,int,0,100,11,,
NUll,,,/strategy/console/warning_guide_idle_time,NUll,,int,120,7200,3600,,
NUll,,,/strategy/device_controller/wait_devices_up_distance,等待设备抬起警戒距离,等待设备抬起警戒距离（距离禁洗区域一定距离时，提前停顿限速，准备抬起设备）,double,,,0.8,米,
NUll,,,/strategy/fov_realtime_auto_cover/draining_time,NUll,,double,,,120,,
NUll,,,/strategy/fov_realtime_auto_cover/enable_abandon_area_sewage,NUll,,bool,,,FALSE,,
NUll,,,/strategy/fov_realtime_auto_cover/enable_full_safe_check,NUll,,bool,,,TRUE,,
NUll,,,/strategy/localization/latent_obstacle/rgbd_ranges/pointcloud1,NUll,,double,0,100,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic0,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic1,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic2,NUll,,bool,,,,,
NUll,,,/strategy/localization/latent_obstacle/ultrasonic_topics/ultrasonic5,NUll,,bool,,,,,
NUll,,,/strategy/localization/P85,NUll,,double,0,-200,-100,,
NUll,,,/strategy/localization/P86,NUll,,int,0,10,3,,
NUll,,,/strategy/localization/P96,NUll,,double,0,1,0.75,,
NUll,,,/strategy/project_node/endpoint_thresh,NUll,,double,0,10,5.5,,
NUll,,,/strategy/project_node/gate_area_ignore_flag,NUll,,bool,,,FALSE,,
NUll,,,/strategy/project_node/gate_area_thresh,NUll,,double,0,10,5.5,,
NUll,,,/strategy/rcc/daily_clean_tick_seconds,NUll,,int,,,7200,,
NUll,,,/strategy/rcc/elevator_request_timeout,NUll,,int,,,3,,
DL-感知,一米栏/带检测功能,,/dirty_config/other/pole_pillar,一米栏/带检测功能,1:打开；2:关闭,int,1,2,1,,
DL-感知,巡检： - 模型开关,功能说明：https://gaussian.yuque.com/od6ghz/ntcv8q/aleqkh?singleDoc# 《AGILE-30 50智能巡检清洁 P0功能》,/dirty_config/model/open_sewage_detect,巡检： - 模型开关,巡检： - 模型开关：/dirty_config/model/open_sewage_detect - 清洁模式（dirty_config）：0清扫 1避障 2忽略，,bool,,,TRUE,,
DL-感知,物体识别-一米栏,,/strategy/yml_detect/init,一米栏检测功能开关,在没有一米栏的场景可以关闭,bool,,,TRUE,,
DL-感知,物体识别-细杆,,/strategy/small_obj_detect/init,细杆识别功能开关,下面的墙线、大小物体语义、细杆检测的总开关,bool,,,TRUE,,
DL-感知,物体识别-细杆,,/strategy/small_obj_detect/launch_lidar_small_object_detector,细杆识别功能开关,,bool,,,TRUE,,
DL-感知,物体识别-物理围栏,,/strategy/fence_detect/init,物理围栏检测功能开关,75暂无此功能,bool,,,FALSE,,
DL-感知,物体识别-墙线,,/strategy/small_obj_detect/launch_line_segment,贴边（墙线识别),是否打开墙线提取，75不需要该功能,bool,,,TRUE,,
DL-感知,物体识别,,/dirty_config/stain/dust,NUll,,int,1,2,2,,
DL-感知,物体识别,,/dirty_config/stain/mixed_garbage,NUll,,int,1,2,2,,
DL-感知,物体识别,,/dirty_config/stain/mixed_garbage_temp,NUll,,int,0,2,2,,
DL-感知,物体识别,,/dirty_config/stain/sewage,NUll,,int,1,2,2,,
DL-感知,物体识别,,/strategy/small_obj_detect/launch_big_small_object_inflation,大小物体语义,,bool,,,FALSE,,
DL-感知,物体识别,,/strategy/stair_detect/is_enable,NUll,,bool,,,FALSE,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/data_feedback_light/enable_feedback,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/dl_hodgepodge/enable,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/dl/enable,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/perc_anti_drop/enable,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/perc_fnl/enable,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/perc_ir_sticker/enable,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/gs_data_feedback/slam_data/enable,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable_align_charging_pile,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable_general_objects,NUll,,bool,,,,,
DL-感知,数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/hodgepodge/event_tracking/enable_warning_trigger,NUll,,bool,,,,,
DL-感知,深度学习数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable,NUll,,bool,,,,,
DL-感知,深度学习数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable_freespace_endpoint,NUll,,bool,,,,,
DL-感知,深度学习数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable_garbage_sewage,stain脏污 - 数据回流开关（必要时打开）,,bool,,,,,
DL-感知,深度学习数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable_ground_objects_seg,NUll,,bool,,,,,
DL-感知,深度学习数据回流,功能说明：https://gaussian.yuque.com/uapxw5/pmk97c/oxoh5c6ciwkigud5,/strategy/dl_infer/data_feedback/enable_xyf_detect,NUll,,bool,,,,,
DL-感知,倾斜检测（IMU）,,/strategy/camera_subscribe_imu,NUll,,bool,,,,,
DL-感知,模型开关,,/strategy/dl_infer/open_freespace_endpoint,可通行区域模型,,bool,,,TRUE,,
DL-感知,模型开关,,/strategy/dl_infer/open_garbage_sewage_task,NUll,,bool,,,FALSE,,
DL-感知,模型开关,,/strategy/dl_infer/open_ground_objects_seg,地面物体模型,,bool,,,TRUE,,
DL-感知,模型开关,,/strategy/dl_infer/open_xyf_detect,xfy模型,,bool,,,TRUE,,
DL-感知,可通行边缘-货架检测功能,,/dirty_config/other/shelves,可通行边缘-货架检测功能,1:打开；2:关闭,int,1,2,2,,
DL-感知,可通行边缘-黑色物体检测功能,,/dirty_config/other/blackobject,可通行边缘:黑色物体检测功能,1:打开；2:关闭,int,1,2,1,,
DL-感知,可通行边缘-广告牌杆检测功能,,/dirty_config/other/pole,可通行边缘-广告牌杆检测功能,1:打开；2:关闭,int,1,2,1,,
DL-感知,可通行边缘-扶梯金属边检测功能,,/dirty_config/other/escalator_edge,可通行边缘-扶梯金属边检测功能,1:打开；2:关闭,int,1,2,1,,
DL-感知,可通行边缘-跌落区检测功能,,/dirty_config/other/fallarea_edge,可通行边缘-跌落区检测功能,1:打开；2:关闭,int,1,2,1,,
DL-感知,可通行边缘-玻璃检测功能,功能说明：https://gaussian.yuque.com/perception/documents/gfrhneuwau446brq,/dirty_config/other/glass,可通行边缘-玻璃检测功能,1:打开；2:关闭,int,1,2,1,,
DL-感知,红外贴纸识别,,/strategy/ir_sticker_enable,红外贴纸检测功能开关,,bool,,,,,
DL-感知,地面分割-脚垫检测功能,,/dirty_config/other/footpad,地面分割-脚垫检测功能,1:打开；2:关闭,int,1,2,1,,
DL-感知,地面分割-扶梯踏板检测功能,,/dirty_config/other/escalator_pedal,地面分割-扶梯踏板检测功能,1:打开；2:关闭,int,1,2,1,,
DL-感知,地面分割-电线检测功能,,/dirty_config/other/wire,地面分割-电线检测功能,1:打开；2:关闭,int,1,2,1,,
DL-感知,地面分割-地毯检测功能,,/dirty_config/other/carpet,地面分割-地毯检测功能,1:打开；2:关闭,int,1,2,2,,
DL-感知,DL-垃圾检测,,/dirty_config/garbage/garbage,垃圾检测功能,1:打开；2:关闭,int,1,2,2,,
DL-感知,DL-垃圾检测,,/dirty_config/garbage/large_garbage,大垃圾检测功能,1:打开；2:关闭,int,1,2,2,,
DL-感知,DL-垃圾检测,,/dirty_config/garbage/mixed_garbage_temp,NUll,1:打开；2:关闭,int,0,2,2,,
APP,隐藏排班任务功能开关,,/strategy/rcc/hide_timer_schedule_task,掌上高仙隐藏排班任务功能开关,改成false 就无法创建 定时任务（定时几点开始，几点结束的），创建任务时不显示定时任务类型；,bool,,,FALSE,,
APP,屏蔽不影响任务的告警,参数打开后：机器人端与掌上高仙 就看不到不影响任务的告警了；,/strategy/checker/less_warning,屏蔽不影响任务的告警；（机器人端与掌上高仙）,打开：会在机器端和掌上高仙屏蔽掉不影响任务的告警，只在云平台显示,bool,,,TRUE,,
APP,极简模式,,/strategy/console/minimalist_mode,极简模式功能开关,,bool,,,FALSE,,
APP,多次输错密码锁屏,,/strategy/console/login_fail_lock_time,登录密码输入错误锁屏时间,,int,1,60,30,,
APP,APP语言设置,,/strategy/console/app_language,APP语言配置,,string,,,"""en""",,
APP,APP无操作自动锁屏的时间阈值,https://gaussian.yuque.com/od6ghz/no74yv/viutgo?singleDoc# 《S线-小屏登录锁屏》,/strategy/console/lock_time,APP无操作自动锁屏的时间阈值,APP无操作自动锁屏的时间阈值,int,0,10000,300,,
